type,release_year,rating,listed_in,content_age,added_year,added_month,movie_duration_minutes,season_count,genre_count,cast_count,primary_country
TV Show,2015,TV-MA,Stand-Up Comedy & Talk Shows,11,2017,6,,3.0,1,1,United States
Movie,1995,TV-14,"Action & Adventure, Comedies, International Movies",31,2017,6,154.0,,3,10,India
Movie,1969,TV-PG,"Dramas, International Movies, Romantic Movies",57,2017,6,152.0,,3,10,India
Movie,1998,TV-14,"Dramas, International Movies",28,2017,6,161.0,,2,6,India
Movie,2016,TV-14,"Dramas, International Movies, Thrillers",10,2017,6,123.0,,3,9,Spain
TV Show,2016,TV-14,"International TV Shows, TV Dramas",10,2017,6,,1.0,2,10,Denmark
TV Show,2016,TV-14,"International TV Shows, TV Dramas",10,2017,6,,1.0,2,6,Singapore
Movie,2017,TV-PG,Documentaries,9,2017,6,44.0,,1,1,United Kingdom
Movie,2011,TV-14,Documentaries,15,2017,5,80.0,,1,1,United Kingdom
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,5,71.0,,1,1,United States
Movie,2017,TV-14,"Action & Adventure, Dramas, International Movies",9,2017,5,153.0,,3,8,India
TV Show,2017,TV-MA,"TV Dramas, TV Mysteries, TV Thrillers",9,2017,5,,3.0,3,16,United States
Movie,2017,TV-14,Documentaries,9,2017,5,79.0,,1,1,United States
Movie,2017,TV-14,"Action & Adventure, Dramas, International Movies",9,2017,5,143.0,,3,11,India
Movie,2017,TV-MA,"Comedies, Dramas",9,2017,5,123.0,,2,7,United States
Movie,2016,TV-MA,"Action & Adventure, International Movies, Sci-Fi & Fantasy",10,2017,5,80.0,,3,8,France
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,5,73.0,,1,1,Unknown
Movie,2017,TV-14,"Action & Adventure, Anime Features, International Movies",9,2017,5,106.0,,3,10,Japan
TV Show,2017,TV-MA,"Docuseries, International TV Shows",9,2017,5,,1.0,2,1,Thailand
Movie,2017,TV-MA,"Documentaries, International Movies, LGBTQ Movies",9,2017,5,101.0,,3,1,Brazil
TV Show,2017,TV-MA,"Crime TV Shows, Docuseries, TV Mysteries",9,2017,5,,1.0,3,1,United States
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,5,59.0,,1,1,United States
Movie,1992,TV-14,"Comedies, International Movies, Sci-Fi & Fantasy",34,2017,5,164.0,,3,10,India
Movie,1994,TV-14,"Comedies, Dramas, International Movies",32,2017,5,151.0,,3,10,India
Movie,2016,TV-MA,"Dramas, Independent Movies, Romantic Movies",10,2017,5,84.0,,3,9,United States
Movie,2010,TV-14,Movies,16,2017,5,51.0,,1,1,United States
Movie,1995,TV-14,"Dramas, International Movies, Music & Musicals",31,2017,5,142.0,,3,10,India
Movie,2016,TV-MA,"Dramas, International Movies",10,2017,5,110.0,,2,10,Czech Republic
Movie,2016,PG-13,Comedies,10,2017,5,86.0,,1,9,Germany
TV Show,2017,TV-Y7,"Kids' TV, TV Action & Adventure, TV Comedies",9,2017,5,,1.0,3,6,Unknown
Movie,2017,TV-MA,Documentaries,9,2017,5,101.0,,1,1,United States
Movie,2017,TV-MA,"Comedies, Cult Movies, Independent Movies",9,2017,5,88.0,,3,10,United Kingdom
Movie,2017,TV-Y7,Children & Family Movies,9,2017,5,86.0,,1,11,France
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,5,61.0,,1,1,United States
Movie,2017,TV-MA,Comedies,9,2017,5,81.0,,1,10,United States
TV Show,2017,TV-Y,Kids' TV,9,2017,5,,3.0,1,6,Australia
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,5,72.0,,1,1,Mexico
Movie,2017,TV-PG,"Children & Family Movies, Documentaries",9,2017,5,98.0,,2,3,United States
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,5,64.0,,1,1,United States
Movie,2016,TV-MA,"Dramas, Independent Movies, International Movies",10,2017,5,111.0,,3,6,Singapore
Movie,1996,TV-14,"Dramas, International Movies, Romantic Movies",30,2017,5,148.0,,3,7,India
Movie,1996,TV-14,"Comedies, Dramas, International Movies",30,2017,5,163.0,,3,9,India
Movie,2016,TV-MA,"Comedies, International Movies",10,2017,5,95.0,,2,9,France
Movie,2016,TV-MA,"Dramas, International Movies, Thrillers",10,2017,5,99.0,,3,7,France
Movie,2017,TV-PG,Documentaries,9,2017,5,44.0,,1,1,United Kingdom
Movie,2017,TV-MA,"Dramas, International Movies, Romantic Movies",9,2017,5,93.0,,3,10,Canada
Movie,2015,TV-MA,"Dramas, Independent Movies, International Movies",11,2017,5,89.0,,3,4,India
Movie,2016,TV-MA,"Documentaries, International Movies",10,2017,5,83.0,,2,1,Canada
Movie,2016,TV-MA,"Dramas, International Movies",10,2017,5,104.0,,2,8,Spain
Movie,2017,TV-14,Documentaries,9,2017,4,81.0,,1,1,United States
TV Show,2015,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",11,2017,4,,1.0,3,5,South Korea
TV Show,2010,TV-14,"International TV Shows, Korean TV Shows, TV Dramas",16,2017,4,,1.0,3,5,South Korea
Movie,2017,TV-MA,Dramas,9,2017,4,53.0,,1,1,United States
Movie,2017,TV-MA,"Dramas, Thrillers",9,2017,4,95.0,,2,7,Canada
TV Show,2015,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",11,2017,4,,1.0,3,6,South Korea
TV Show,2017,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",9,2017,4,,2.0,3,8,Spain
Movie,2016,TV-14,"Comedies, Dramas, International Movies",10,2017,4,149.0,,3,12,India
Movie,2016,R,"Dramas, International Movies",10,2017,4,106.0,,2,7,South Africa
Movie,2016,TV-MA,"Comedies, International Movies",10,2017,4,108.0,,2,7,Sweden
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,4,66.0,,1,1,United States
TV Show,2016,TV-Y7,"Kids' TV, TV Comedies",10,2017,4,,1.0,2,6,Canada
TV Show,2017,TV-MA,TV Comedies,9,2017,4,,1.0,1,4,United States
TV Show,2017,TV-MA,Docuseries,9,2017,4,,1.0,1,1,United States
Movie,2017,TV-MA,"Action & Adventure, Dramas, Independent Movies",9,2017,4,113.0,,3,8,United States
TV Show,2017,TV-Y7,"Kids' TV, TV Comedies",9,2017,4,,4.0,2,4,United States
Movie,2017,TV-MA,"Dramas, Independent Movies, Romantic Movies",9,2017,4,83.0,,3,8,United States
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,4,50.0,,1,2,United States
Movie,2014,TV-PG,"Children & Family Movies, Music & Musicals",12,2017,4,97.0,,2,10,Germany
Movie,2014,TV-14,"Children & Family Movies, Music & Musicals",12,2017,4,105.0,,2,12,Germany
Movie,2016,TV-14,"Children & Family Movies, Music & Musicals",10,2017,4,107.0,,2,12,Germany
Movie,2017,TV-MA,"Comedies, Dramas, International Movies",9,2017,4,99.0,,3,7,Italy
Movie,2016,TV-14,"Comedies, Dramas, International Movies",10,2017,4,101.0,,3,9,Nigeria
Movie,2016,TV-14,"Dramas, International Movies, Romantic Movies",10,2017,4,81.0,,3,7,France
Movie,2016,TV-MA,"Comedies, Dramas, International Movies",10,2017,4,92.0,,3,4,Spain
Movie,2017,TV-14,Comedies,9,2017,4,131.0,,1,10,United States
Movie,2016,TV-MA,"Comedies, International Movies, LGBTQ Movies",10,2017,4,101.0,,3,10,Mexico
Movie,2016,R,Stand-Up Comedy,10,2017,4,96.0,,1,5,United States
Movie,2017,TV-MA,Comedies,9,2017,4,85.0,,1,10,United States
TV Show,2016,TV-14,"International TV Shows, Korean TV Shows, TV Dramas",10,2017,4,,1.0,3,4,South Korea
TV Show,2017,TV-MA,TV Dramas,9,2017,4,,2.0,1,15,United States
Movie,2016,TV-MA,"Dramas, International Movies, Romantic Movies",10,2017,4,110.0,,3,3,Spain
Movie,2017,TV-MA,"Comedies, Independent Movies, Romantic Movies",9,2017,4,89.0,,3,5,United States
Movie,2017,74 min,Movies,9,2017,4,,,1,1,United States
TV Show,2005,TV-MA,"International TV Shows, TV Dramas",21,2017,4,,1.0,2,8,Turkey
Movie,2016,TV-MA,"Comedies, Dramas, International Movies",10,2017,4,88.0,,3,5,Brazil
Movie,2016,TV-MA,Dramas,10,2017,4,88.0,,1,8,United States
Movie,1971,TV-14,"Action & Adventure, Cult Movies, International Movies",55,2017,4,143.0,,3,6,India
Movie,2015,TV-MA,"Dramas, Independent Movies",11,2017,4,83.0,,2,6,United States
Movie,2014,TV-14,"Dramas, International Movies",12,2017,4,107.0,,2,10,India
Movie,2010,TV-MA,Documentaries,16,2017,4,99.0,,1,1,United States
Movie,1975,TV-14,"Action & Adventure, International Movies, Music & Musicals",51,2017,4,134.0,,3,10,India
Movie,2017,TV-MA,"Dramas, International Movies",9,2017,4,78.0,,2,11,Spain
Movie,2016,TV-MA,"Dramas, International Movies",10,2017,4,81.0,,2,7,Argentina
Movie,2016,TV-MA,"Dramas, International Movies, Thrillers",10,2017,4,106.0,,3,7,Spain
Movie,2016,TV-MA,Stand-Up Comedy,10,2017,3,51.0,,1,1,United Kingdom
TV Show,2017,TV-MA,Docuseries,9,2017,3,,1.0,1,6,Unknown
TV Show,2016,TV-MA,"British TV Shows, TV Comedies",10,2017,3,,2.0,2,6,United Kingdom
Movie,2017,TV-MA,"Dramas, Independent Movies, Romantic Movies",9,2017,3,102.0,,3,6,United States
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,3,63.0,,1,1,United States
TV Show,2017,TV-Y7,"British TV Shows, Kids' TV",9,2017,3,,2.0,2,8,United States
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,3,91.0,,1,1,Brazil
Movie,2016,TV-14,Documentaries,10,2017,3,93.0,,1,1,United States
Movie,2017,TV-MA,Dramas,9,2017,3,93.0,,1,8,United States
TV Show,2017,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",9,2017,3,,1.0,2,1,United States
TV Show,2015,TV-14,"Anime Series, Crime TV Shows, International TV Shows",11,2017,3,,1.0,3,8,Japan
Movie,2016,TV-MA,Documentaries,10,2017,3,97.0,,1,5,United States
Movie,2017,TV-14,"Comedies, Dramas, Independent Movies",9,2017,3,92.0,,3,13,United States
TV Show,2017,TV-Y,Kids' TV,9,2017,3,,1.0,1,9,United States
TV Show,2015,TV-MA,Reality TV,11,2017,3,,3.0,1,1,Australia
Movie,2016,TV-MA,"Dramas, International Movies, Thrillers",10,2017,3,137.0,,3,10,South Korea
TV Show,2017,TV-PG,"International TV Shows, TV Dramas",9,2017,3,,1.0,2,3,Japan
Movie,1992,PG,"Classic Movies, Dramas, Independent Movies",34,2017,3,143.0,,3,10,United Kingdom
Movie,2001,R,"Action & Adventure, Dramas, International Movies",25,2017,3,168.0,,3,9,India
Movie,2006,TV-MA,"Action & Adventure, Comedies, International Movies",20,2017,3,117.0,,3,8,Canada
Movie,2016,TV-PG,"Documentaries, Dramas, International Movies",10,2017,3,87.0,,3,2,United Kingdom
Movie,2001,TV-14,"Action & Adventure, Comedies, Dramas",25,2017,3,160.0,,3,10,India
TV Show,2016,TV-PG,"Reality TV, Teen TV Shows",10,2017,3,,1.0,2,1,United States
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,3,62.0,,1,1,United States
Movie,2016,TV-MA,"Dramas, International Movies, Sports Movies",10,2017,3,109.0,,3,10,Portugal
TV Show,2017,TV-Y7,"Kids' TV, TV Comedies",9,2017,3,,1.0,2,11,United States
Movie,2017,TV-MA,"Dramas, Independent Movies",9,2017,3,102.0,,2,16,United States
TV Show,2016,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",10,2017,3,,1.0,3,7,South Korea
Movie,2013,TV-PG,"Dramas, International Movies, Romantic Movies",13,2017,3,118.0,,3,12,Turkey
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,3,57.0,,1,1,United States
TV Show,2010,TV-14,"International TV Shows, TV Dramas",16,2017,3,,1.0,2,12,United Kingdom
Movie,2016,TV-MA,"Dramas, International Movies, Romantic Movies",10,2017,3,94.0,,3,2,India
TV Show,2016,TV-MA,"International TV Shows, Korean TV Shows, TV Action & Adventure",10,2017,3,,1.0,3,6,South Korea
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,2,71.0,,1,1,United States
Movie,2016,TV-14,"Action & Adventure, International Movies",10,2017,2,123.0,,2,11,India
Movie,2015,TV-MA,"Dramas, International Movies",11,2017,2,97.0,,2,11,Brazil
Movie,2015,TV-MA,"Action & Adventure, International Movies",11,2017,2,99.0,,2,10,Brazil
Movie,2017,TV-MA,"Dramas, Independent Movies, Thrillers",9,2017,2,97.0,,3,8,United States
TV Show,2017,TV-Y7,Kids' TV,9,2017,2,,1.0,1,13,Mexico
TV Show,2016,TV-14,"International TV Shows, Korean TV Shows, TV Comedies",10,2017,2,,1.0,3,5,South Korea
TV Show,2015,TV-PG,"International TV Shows, Romantic TV Shows, TV Comedies",11,2017,2,,3.0,3,10,Turkey
Movie,2017,TV-14,Stand-Up Comedy,9,2017,2,67.0,,1,1,United States
Movie,2016,TV-MA,"International Movies, Thrillers",10,2017,2,105.0,,2,10,Spain
Movie,2016,G,"Children & Family Movies, Documentaries",10,2017,2,78.0,,2,1,United States
Movie,2016,G,"Children & Family Movies, Music & Musicals",10,2017,2,99.0,,2,11,Spain
TV Show,2013,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",13,2017,2,,1.0,3,4,South Korea
Movie,2016,TV-MA,"Action & Adventure, International Movies",10,2017,2,119.0,,2,6,India
Movie,2015,TV-MA,"Dramas, Independent Movies, International Movies",11,2017,2,109.0,,3,8,Germany
TV Show,2016,TV-14,"International TV Shows, Korean TV Shows, TV Dramas",10,2017,2,,1.0,3,6,South Korea
Movie,2010,TV-MA,"Documentaries, Music & Musicals",16,2017,2,107.0,,2,1,Canada
TV Show,2016,TV-PG,"International TV Shows, Korean TV Shows, Romantic TV Shows",10,2017,2,,1.0,3,7,South Korea
Movie,2016,TV-MA,"International Movies, Thrillers",10,2017,2,92.0,,2,8,Spain
Movie,2015,TV-MA,"Dramas, International Movies",11,2017,2,88.0,,2,8,Chile
Movie,2017,TV-MA,"Comedies, Independent Movies",9,2017,2,71.0,,2,18,United States
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,2,64.0,,1,1,United Kingdom
TV Show,2016,TV-14,"International TV Shows, Korean TV Shows, TV Dramas",10,2017,2,,1.0,3,6,South Korea
TV Show,2017,TV-14,"Anime Series, International TV Shows",9,2017,2,,1.0,2,13,Japan
Movie,2016,TV-MA,"Comedies, International Movies, Music & Musicals",10,2017,2,97.0,,3,14,United Kingdom
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,2,96.0,,1,1,Italy
Movie,1977,TV-MA,"Documentaries, International Movies",49,2017,2,150.0,,2,1,West Germany
Movie,2017,TV-MA,"Comedies, Music & Musicals, Romantic Movies",9,2017,2,54.0,,3,41,United States
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,2,78.0,,1,1,Mexico
Movie,2014,TV-MA,Dramas,12,2017,2,86.0,,1,7,United States
Movie,2015,TV-PG,"Action & Adventure, Dramas, International Movies",11,2017,2,154.0,,3,13,India
Movie,2014,TV-14,"Action & Adventure, Comedies, Dramas",12,2017,2,179.0,,3,6,India
Movie,2015,TV-14,"Dramas, Independent Movies, International Movies",11,2017,2,93.0,,3,6,India
Movie,2016,TV-MA,"Action & Adventure, Comedies, International Movies",10,2017,2,97.0,,3,8,Spain
Movie,2016,TV-MA,"Dramas, International Movies, Romantic Movies",10,2017,2,108.0,,3,5,Spain
Movie,2014,TV-Y,"Children & Family Movies, Comedies",12,2017,2,92.0,,2,8,Canada
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,1,78.0,,1,1,United States
Movie,2015,TV-MA,"Dramas, International Movies",11,2017,1,87.0,,2,6,Mexico
Movie,2016,TV-14,"Comedies, International Movies",10,2017,1,99.0,,2,5,France
Movie,2017,TV-MA,"International Movies, Sci-Fi & Fantasy, Thrillers",9,2017,1,91.0,,3,7,United Kingdom
Movie,2016,TV-MA,"Dramas, International Movies",10,2017,1,102.0,,2,11,Brazil
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,1,67.0,,1,1,United States
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,1,57.0,,1,1,France
Movie,2016,TV-14,"Dramas, International Movies",10,2017,1,130.0,,2,11,India
Movie,2017,TV-MA,Comedies,9,2017,1,80.0,,1,9,United States
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,1,66.0,,1,1,United States
Movie,2008,TV-MA,"Dramas, International Movies, Music & Musicals",18,2017,1,105.0,,3,10,Germany
Movie,2014,TV-PG,"Dramas, International Movies",12,2017,1,98.0,,2,12,Austria
Movie,2014,TV-MA,"International Movies, Thrillers",12,2017,1,91.0,,2,8,Germany
Movie,2014,TV-MA,"Dramas, International Movies",12,2017,1,123.0,,2,10,Germany
Movie,2016,TV-14,"Documentaries, International Movies",10,2017,1,82.0,,2,1,France
Movie,2017,TV-MA,"Horror Movies, Thrillers",9,2017,1,104.0,,2,8,United States
Movie,2015,TV-MA,"Comedies, Dramas, International Movies",11,2017,1,109.0,,3,8,Lebanon
Movie,2017,TV-14,Stand-Up Comedy,9,2017,1,74.0,,1,1,United States
TV Show,2017,TV-Y,"Kids' TV, TV Comedies",9,2017,1,,1.0,2,7,United States
Movie,2016,PG-13,"Horror Movies, International Movies, Thrillers",10,2017,1,84.0,,3,10,United Kingdom
Movie,2017,TV-14,"Children & Family Movies, Dramas",9,2017,1,98.0,,2,10,United States
Movie,2013,TV-Y7,Children & Family Movies,13,2017,1,22.0,,1,10,United States
Movie,2016,TV-MA,"Action & Adventure, International Movies",10,2017,1,100.0,,2,7,Canada
Movie,2016,PG,"Children & Family Movies, Sci-Fi & Fantasy",10,2017,1,75.0,,2,11,United States
Movie,2017,TV-MA,Stand-Up Comedy,9,2017,1,69.0,,1,1,United States
Movie,2016,TV-MA,"Dramas, International Movies, Thrillers",10,2017,1,97.0,,3,8,India
Movie,2007,PG,"Children & Family Movies, Comedies",19,2017,1,92.0,,2,10,United States
Movie,2011,TV-MA,"Dramas, Independent Movies, International Movies",15,2017,1,92.0,,3,10,France
TV Show,1999,TV-14,"TV Action & Adventure, TV Sci-Fi & Fantasy",27,2017,1,,7.0,2,9,United States
Movie,2016,TV-MA,"Dramas, International Movies",10,2017,1,146.0,,2,10,India
Movie,2016,TV-MA,"Dramas, Independent Movies, International Movies",10,2016,12,97.0,,3,6,Mexico
TV Show,2016,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",10,2016,12,,1.0,3,7,South Korea
TV Show,2016,TV-MA,"Anime Series, International TV Shows",10,2016,12,,2.0,2,9,Japan
TV Show,2016,TV-14,"Reality TV, Teen TV Shows",10,2016,12,,1.0,2,7,United States
Movie,2016,TV-MA,"Dramas, International Movies",10,2016,12,93.0,,2,6,Mexico
Movie,2016,TV-MA,"Music & Musicals, Stand-Up Comedy",10,2016,12,62.0,,2,4,United States
TV Show,2018,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",8,2016,12,,2.0,3,18,United States
Movie,2016,TV-Y7,Movies,10,2016,12,22.0,,1,11,France
Movie,2016,TV-14,Stand-Up Comedy,10,2016,12,88.0,,1,1,United States
Movie,2016,TV-MA,Dramas,10,2016,12,105.0,,1,9,United States
TV Show,2016,TV-MA,"British TV Shows, International TV Shows, TV Comedies",10,2016,12,,1.0,3,6,United Kingdom
Movie,2016,TV-MA,Dramas,10,2016,12,88.0,,1,12,United States
Movie,2015,TV-MA,"Comedies, International Movies",11,2016,12,93.0,,2,10,Germany
TV Show,2012,TV-PG,"International TV Shows, Korean TV Shows, Romantic TV Shows",14,2016,12,,1.0,3,6,South Korea
Movie,2015,TV-MA,"Documentaries, Sports Movies",11,2016,12,98.0,,2,1,United Kingdom
TV Show,2012,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",14,2016,12,,1.0,3,7,South Korea
TV Show,2012,TV-14,"International TV Shows, Korean TV Shows, TV Dramas",14,2016,12,,1.0,3,6,South Korea
TV Show,2011,TV-MA,"International TV Shows, Korean TV Shows, TV Dramas",15,2016,12,,1.0,3,7,South Korea
TV Show,2016,TV-14,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",10,2016,12,,1.0,3,9,China
TV Show,2012,TV-14,"International TV Shows, Korean TV Shows, TV Dramas",14,2016,12,,1.0,3,10,South Korea
TV Show,2001,TV-14,"Anime Series, International TV Shows",25,2016,12,,2.0,2,13,Japan
TV Show,2012,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",14,2016,12,,1.0,3,5,South Korea
TV Show,2012,TV-PG,"British TV Shows, International TV Shows, TV Action & Adventure",14,2016,12,,5.0,3,8,United Kingdom
TV Show,2012,TV-PG,"International TV Shows, Korean TV Shows, Romantic TV Shows",14,2016,12,,1.0,3,6,South Korea
Movie,2016,TV-PG,"Dramas, Independent Movies, International Movies",10,2016,12,88.0,,3,5,Israel
TV Show,2017,TV-MA,"International TV Shows, TV Dramas",9,2016,12,,1.0,2,7,Canada
Movie,2016,TV-MA,Stand-Up Comedy,10,2016,12,31.0,,1,5,Mexico
Movie,2016,TV-MA,Documentaries,10,2016,12,83.0,,1,4,United States
TV Show,2016,TV-MA,"Crime TV Shows, Docuseries",10,2016,12,,1.0,2,1,United Kingdom
Movie,2015,TV-G,"Children & Family Movies, Music & Musicals",11,2016,12,38.0,,2,8,United States
Movie,2016,TV-14,"Action & Adventure, Sci-Fi & Fantasy",10,2016,12,108.0,,2,10,United States
TV Show,2016,TV-14,"Docuseries, International TV Shows, Reality TV",10,2016,12,,1.0,3,3,United States
TV Show,2016,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",10,2016,12,,1.0,3,7,Taiwan
Movie,2016,TV-MA,"Comedies, Dramas, Independent Movies",10,2016,12,97.0,,3,9,United States
TV Show,2015,TV-14,"Docuseries, International TV Shows",11,2016,12,,1.0,2,1,France
Movie,2016,TV-MA,"Dramas, Independent Movies, Romantic Movies",10,2016,12,81.0,,3,3,United States
Movie,2016,TV-14,"Documentaries, Sports Movies",10,2016,12,70.0,,2,4,United States
Movie,2016,TV-MA,"Music & Musicals, Stand-Up Comedy",10,2016,12,62.0,,2,1,United States
TV Show,2016,TV-MA,"Classic & Cult TV, TV Action & Adventure, TV Horror",10,2016,12,,3.0,3,11,United States
Movie,2016,TV-MA,"Dramas, International Movies, Sports Movies",10,2016,12,99.0,,3,8,France
TV Show,2016,TV-G,"Kids' TV, TV Comedies, TV Dramas",10,2016,12,,2.0,3,20,Canada
Movie,2016,TV-14,Documentaries,10,2016,12,112.0,,1,12,Canada
Movie,2016,TV-MA,"Dramas, Independent Movies",10,2016,12,90.0,,2,9,United States
Movie,2016,TV-PG,"Documentaries, Sports Movies",10,2016,12,56.0,,2,1,United States
Movie,2014,TV-14,"Dramas, International Movies",12,2016,12,89.0,,2,6,India
Movie,2013,TV-PG,Dramas,13,2016,12,24.0,,1,6,United States
Movie,2015,TV-14,"Comedies, International Movies",11,2016,12,100.0,,2,9,Peru
TV Show,2016,TV-PG,"International TV Shows, Romantic TV Shows, TV Comedies",10,2016,12,,1.0,3,6,Taiwan
TV Show,2015,TV-PG,"International TV Shows, Romantic TV Shows, TV Comedies",11,2016,12,,1.0,3,5,Taiwan
Movie,2015,TV-MA,"Dramas, International Movies, Thrillers",11,2016,12,116.0,,3,6,India
Movie,2016,TV-MA,"Comedies, Dramas, Independent Movies",10,2016,12,92.0,,3,9,United States
TV Show,2016,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",10,2016,12,,1.0,3,5,Taiwan
Movie,1979,TV-MA,Stand-Up Comedy,47,2016,12,79.0,,1,1,United States
Movie,2016,TV-14,"Dramas, Independent Movies, International Movies",10,2016,12,72.0,,3,4,India
Movie,2016,TV-MA,"Documentaries, International Movies",10,2016,11,92.0,,2,5,Mexico
